grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	F11	1.070984932919411	0	15	531	184	3948.5732	171.03491
1	F11	1.1058654285854355	0	17	416	133	3846.236	143.35938
2	F11	1.104248100429149	0	15	489	99	3924.6313	149.18188
3	F11	1.079220227194027	0	23	513	130	3825.9966	148.94238
4	F11	1.0897009952320211	0	10	418	67	3786.317	134.42175
5	F11	1.1067086640133954	0	22	659	174	3892.53	158.4292
6	F11	1.0914575636450754	0	18	483	114	4029.6875	164.84766
7	F11	1.0976910599977414	0	16	488	144	3841.7678	142.24658
8	F11	1.084230609456768	0	28	459	127	3871.6013	143.93567
