annotation_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	A08	1.046630058184016	0	12	315	142	3923.6355	138.4585
1	A08	1.0496847223015264	0	8	479	145	3815.3967	143.7157
2	A08	1.049243927428276	0	14	405	130	3912.4387	161.64404
3	A08	1.069908968704017	0	14	426	125	3771.329	130.74463
4	A08	1.0588823365033198	0	10	472	115	3695.0757	139.6753
5	A08	1.0561362488593775	0	13	424	106	3811.481	144.11658
6	A08	1.0611326895874114	0	16	472	104	3865.911	136.43286
7	A08	1.0663345792444194	0	22	425	164	3766.7512	139.49976
8	A08	1.0537139561976	0	17	329	107	3820.4688	132.7976
