grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	B12	1.0169028632225847	0	2	387	65	3997.788	134.68347
1	B12	1.0608259110000893	0	12	360	101	3911.7302	150.1051
2	B12	1.057190258371768	0	17	455	157	3990.2903	149.22266
3	B12	1.0435448490813282	0	18	552	118	3862.2068	145.63379
4	B12	1.0666008717822189	0	17	478	187	3766.13	141.93457
5	B12	1.05426218872192	0	15	444	144	3902.2485	152.1897
6	B12	1.0481617269604442	0	7	367	97	4018.3633	137.3429
7	B12	1.0461752362426546	0	28	600	162	3967.642	150.09424
8	B12	1.0618426591744752	0	22	515	167	3886.8384	138.26074
