annotation_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	E08	1.0602105266677857	0	12	264	78	4007.1328	143.45544
1	E08	1.1030796046927156	0	13	367	147	3886.264	154.9497
2	E08	1.0964648854484298	0	11	380	132	3914.291	147.15173
3	E08	1.0893489107151315	0	17	399	93	3876.3472	150.66455
4	E08	1.1061808982057924	0	9	388	76	3800.9797	155.53687
5	E08	1.1019752161467224	0	11	380	78	3922.0576	135.8573
6	E08	1.09544758327357	0	10	435	122	3982.5315	136.86572
7	E08	1.0994582118850753	0	15	505	147	3787.7244	157.50024
8	E08	1.0855821576351958	0	5	367	132	3860.3013	140.40552
