grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	F05	nan	1	23	409	90	4017.4111	158.02246
1	F05	1.0467619606481247	0	15	336	127	3785.305	150.65137
2	F05	1.0564216763843806	0	25	538	136	3855.7288	147.17896
3	F05	1.045801214230678	0	21	550	133	3854.0024	158.41858
4	F05	1.015078243339113	0	13	420	105	3677.7373	143.21887
5	F05	nan	1	12	474	124	3917.3086	158.84033
6	F05	1.0409170357751278	0	16	499	128	3959.042	157.8999
7	F05	1.051320006834841	0	15	435	88	3776.5056	135.76453
8	F05	1.0519860042106322	0	9	450	169	3835.3945	134.2229
