label_id	anchor_y	anchor_x	bb_min_y	bb_min_x	bb_max_y	bb_max_x	n_pixels	cell
1.0	4.0	920.0	0.0	901.0	19.0	934.0	357.0	infected
2.0	311.0	372.0	305.0	366.0	320.0	381.0	133.0	control
3.0	923.0	1020.0	918.0	1015.0	930.0	1024.0	91.0	infected
4.0	240.0	620.0	237.0	610.0	249.0	628.0	93.0	control
5.0	390.0	23.0	381.0	18.0	401.0	32.0	177.0	control
6.0	224.0	628.0	215.0	622.0	234.0	634.0	150.0	control
7.0	6.0	307.0	0.0	296.0	19.0	319.0	243.0	infected
8.0	579.0	766.0	569.0	757.0	588.0	774.0	206.0	infected
9.0	696.0	83.0	680.0	69.0	715.0	89.0	333.0	infected
10.0	775.0	1019.0	762.0	1015.0	789.0	1024.0	189.0	infected
11.0	133.0	368.0	124.0	358.0	149.0	384.0	358.0	infected
12.0	862.0	606.0	853.0	585.0	889.0	625.0	721.0	infected
13.0	600.0	793.0	594.0	784.0	607.0	801.0	169.0	control
14.0	374.0	459.0	364.0	450.0	382.0	472.0	206.0	control
15.0	160.0	322.0	140.0	305.0	177.0	336.0	594.0	infected
16.0	388.0	467.0	379.0	460.0	398.0	472.0	141.0	infected
17.0	496.0	124.0	485.0	117.0	501.0	136.0	125.0	infected
18.0	926.0	300.0	894.0	269.0	930.0	344.0	1201.0	infected
19.0	417.0	220.0	405.0	204.0	435.0	227.0	280.0	infected
20.0	389.0	456.0	380.0	450.0	399.0	465.0	204.0	control
21.0	300.0	334.0	282.0	321.0	310.0	350.0	392.0	infected
22.0	602.0	776.0	598.0	770.0	610.0	787.0	87.0	control
23.0	303.0	700.0	285.0	689.0	323.0	708.0	370.0	infected
24.0	535.0	1014.0	517.0	996.0	553.0	1024.0	681.0	infected
25.0	304.0	684.0	289.0	672.0	321.0	699.0	563.0	control
26.0	183.0	1015.0	171.0	1003.0	197.0	1024.0	420.0	infected
27.0	284.0	339.0	275.0	328.0	298.0	348.0	314.0	infected
28.0	294.0	1018.0	268.0	1010.0	321.0	1024.0	566.0	infected
29.0	924.0	264.0	919.0	252.0	930.0	276.0	213.0	control
30.0	471.0	1006.0	456.0	977.0	494.0	1024.0	973.0	control
31.0	18.0	1012.0	0.0	972.0	62.0	1024.0	1566.0	control
32.0	212.0	309.0	172.0	285.0	258.0	339.0	2720.0	infected
33.0	128.0	1014.0	110.0	997.0	147.0	1024.0	643.0	infected
34.0	256.0	83.0	219.0	69.0	289.0	103.0	1142.0	infected
35.0	733.0	959.0	725.0	941.0	748.0	981.0	488.0	infected
36.0	265.0	106.0	246.0	88.0	280.0	125.0	891.0	infected
37.0	850.0	262.0	829.0	239.0	865.0	291.0	1000.0	infected
38.0	254.0	430.0	239.0	415.0	267.0	447.0	722.0	infected
39.0	692.0	326.0	681.0	315.0	702.0	337.0	220.0	infected
40.0	5.0	70.0	0.0	47.0	20.0	91.0	550.0	infected
41.0	485.0	128.0	472.0	119.0	498.0	141.0	301.0	infected
42.0	321.0	389.0	302.0	367.0	341.0	408.0	948.0	control
43.0	323.0	480.0	302.0	466.0	343.0	500.0	982.0	infected
44.0	394.0	13.0	380.0	0.0	409.0	21.0	273.0	infected
45.0	128.0	34.0	97.0	0.0	161.0	61.0	2319.0	infected
46.0	148.0	464.0	129.0	429.0	173.0	499.0	1972.0	infected
47.0	195.0	179.0	175.0	147.0	210.0	205.0	1089.0	infected
48.0	311.0	709.0	299.0	700.0	321.0	723.0	307.0	infected
49.0	922.0	616.0	902.0	559.0	930.0	670.0	1965.0	infected
50.0	825.0	189.0	800.0	168.0	844.0	204.0	937.0	infected
51.0	733.0	71.0	678.0	28.0	805.0	126.0	7161.0	control
52.0	703.0	847.0	689.0	830.0	719.0	862.0	520.0	infected
53.0	416.0	603.0	403.0	594.0	428.0	615.0	382.0	infected
54.0	214.0	985.0	185.0	967.0	249.0	1006.0	1388.0	infected
55.0	118.0	73.0	101.0	52.0	133.0	96.0	975.0	infected
56.0	162.0	1006.0	139.0	989.0	187.0	1024.0	1162.0	infected
57.0	425.0	196.0	408.0	179.0	441.0	217.0	951.0	infected
