grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	D07	1.0801531689343393	0	15	415	87	4139.239	139.62036
1	D07	1.093942851468684	0	12	307	80	3975.4106	161.43909
2	D07	1.0922405906303871	0	11	357	83	3970.4531	141.70361
3	D07	1.0627874584043315	0	13	367	138	3925.5344	147.82788
4	D07	1.0833603757843866	0	19	440	201	3978.8857	140.15808
5	D07	1.0793671584817044	0	14	353	74	4088.0527	154.71179
6	D07	1.0687056296390665	0	13	499	60	4134.691	146.67896
7	D07	1.0874457972423184	0	22	474	126	4047.3223	159.06201
8	D07	1.0729777964850298	0	17	495	96	4016.8926	178.89746
