grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	B08	1.069032944948282	0	12	346	131	3859.2983	148.54419
1	B08	1.087576090203732	0	30	465	159	3822.4048	140.46533
2	B08	1.0894466106880638	0	18	533	195	3909.54	156.04395
3	B08	1.086795414017097	0	20	412	183	3855.2422	135.93176
4	B08	1.071865392565841	0	26	501	203	3760.7988	156.29272
5	B08	1.0652458549192525	0	12	396	145	3803.6519	134.43433
6	B08	1.0637817558784812	0	17	466	88	3701.1934	138.88403
7	B08	1.0525819305465047	0	20	360	94	3674.08	150.05542
8	B08	1.0662427735011482	0	11	407	128	3837.625	156.37817
