grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	E07	1.0583734248553005	0	19	436	77	3984.154	139.18896
1	E07	1.0787875314271276	0	18	491	108	3835.9775	141.09558
2	E07	1.1035449904715657	0	19	396	158	3980.2024	138.7439
3	E07	1.0982684667672935	0	12	368	77	3954.093	154.10425
4	E07	1.0722730391970554	0	13	362	124	3724.1682	147.82056
5	E07	1.082977779094746	0	13	323	55	3896.081	136.9961
6	E07	1.0939740350744482	0	11	347	130	3962.0168	152.07849
7	E07	1.0987463855630226	0	25	323	163	3861.9004	147.46973
8	E07	1.092602781084127	0	14	459	107	3947.148	156.39844
