grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	B01	nan	1	16	11	500	3648.123	123.83057
1	B01	nan	1	11	12	504	3528.274	121.299194
2	B01	nan	1	23	9	565	3578.9966	130.17078
3	B01	nan	1	25	12	728	3475.1597	130.07031
4	B01	nan	1	14	6	580	3418.3896	127.434814
5	B01	nan	1	22	12	564	3507.4023	116.61145
6	B01	nan	1	18	15	579	3612.3606	128.41504
7	B01	nan	1	15	5	588	3504.702	117.291016
8	B01	nan	1	26	7	697	3588.0447	147.71118
