grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	F01	nan	1	13	10	507	3601.8276	134.4895
1	F01	nan	1	24	14	660	3539.8784	127.06763
2	F01	nan	1	11	9	425	3571.6934	117.089355
3	F01	nan	1	23	4	561	3528.1812	125.57068
4	F01	nan	1	14	4	639	3271.385	117.57349
5	F01	nan	1	16	6	688	3591.8313	128.45776
6	F01	nan	1	22	17	733	3654.3074	123.944336
7	F01	nan	1	14	17	505	3564.2812	119.23535
8	F01	nan	1	13	4	524	3568.4692	119.98352
