grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	F06	1.0327219145962823	0	18	305	137	3884.1592	136.36047
1	F06	1.0097689911669872	0	16	369	102	3785.1096	133.68701
2	F06	1.022206019884787	0	20	498	75	3840.3298	137.81274
3	F06	1.0167324635120663	0	23	412	91	3824.4543	135.12476
4	F06	1.0271750295449609	0	7	431	110	3739.2207	139.05786
5	F06	1.022386181406012	0	10	388	112	3814.7566	129.81812
6	F06	1.0162943124482298	0	24	396	117	3953.1353	152.49377
7	F06	1.0162340797219902	0	16	426	100	3793.2104	138.69153
8	F06	1.0217819736508427	0	16	455	201	3869.377	145.08594
