grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	H01	nan	1	2	5	4	3591.4253	130.2102
1	H01	nan	1	14	9	647	3523.994	123.0271
2	H01	nan	1	13	9	665	3540.8213	132.90723
3	H01	nan	1	26	9	500	3503.2712	118.864624
4	H01	nan	1	18	10	630	3435.6624	120.75635
5	H01	nan	1	19	4	472	3537.6943	134.4602
6	H01	nan	1	20	10	547	3636.5496	119.727295
7	H01	nan	1	24	14	622	3566.9956	124.09082
8	H01	nan	1	12	9	513	3601.482	126.05127
