grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	E05	1.2900916626888705	0	14	422	129	3946.359	170.00208
1	E05	1.3812897999209046	0	5	297	150	3867.6533	143.4209
2	E05	1.3579121357455841	0	11	328	122	3915.3755	159.29053
3	E05	1.2818253224840788	0	14	310	76	3857.0164	152.43848
4	E05	1.2891172409460439	0	21	322	130	3887.0635	151.47119
5	E05	1.2953664742474167	0	23	410	118	3862.614	146.68945
6	E05	1.32077290062853	0	27	542	125	3937.424	159.33276
7	E05	1.299492332322211	0	20	506	154	3827.2695	155.8435
8	E05	1.2828770914395844	0	15	490	160	3834.5586	152.79248
