grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	E01	nan	1	11	6	413	3627.6536	124.60742
1	E01	nan	1	19	9	521	3543.43	122.29419
2	E01	nan	1	17	14	613	3581.5881	122.09326
3	E01	nan	1	18	16	644	3551.8992	126.961914
4	E01	nan	1	18	10	540	3478.082	119.76099
5	E01	nan	1	31	10	696	3575.6848	123.27759
6	E01	nan	1	15	13	534	3659.4175	126.69824
7	E01	nan	1	14	12	584	3560.6445	124.36426
8	E01	nan	1	26	21	488	3605.6763	129.59021
