grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	A09	1.0833004738407839	0	7	322	118	3979.2886	135.29102
1	A09	1.0742460517328218	0	11	406	146	3929.1343	153.4082
2	A09	1.0628378061254373	0	5	301	90	4020.1257	146.17908
3	A09	1.065570589130289	0	14	422	122	4025.5813	166.75464
4	A09	1.071518006096837	0	7	339	126	3783.5193	144.73438
5	A09	1.1140679966732092	0	17	484	134	3876.6672	185.88428
6	A09	1.0938090479881257	0	14	430	147	3988.4175	173.18848
7	A09	1.0795748093895994	0	16	363	128	3818.5715	138.95435
8	A09	1.072094935185928	0	18	425	155	4021.6072	157.19727
