grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	F08	1.0609485865942052	0	15	389	127	3906.9414	136.82568
1	F08	1.0519232917155812	0	15	350	120	3806.4507	137.85596
2	F08	1.0643876761275253	0	12	394	153	3928.8616	166.86865
3	F08	1.0578120906649175	0	11	382	97	3826.235	149.03442
4	F08	1.0427027462058485	0	19	390	123	3734.2256	142.75842
5	F08	1.0363593332809324	0	11	386	79	3833.6816	132.8169
6	F08	1.0736972022952904	0	19	419	83	3888.209	140.55078
7	F08	1.0801381699915282	0	17	452	140	3802.641	148.6123
8	F08	1.0549822417497376	0	20	393	129	3877.386	138.54639
