grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	F12	1.0458381063958129	0	11	459	104	3945.7944	142.68823
1	F12	1.0475905401763663	0	13	487	213	3804.941	129.6399
2	F12	1.0558289341347913	0	5	347	96	3920.8364	153.98291
3	F12	1.0622026459533218	0	12	458	165	3717.8733	152.08899
4	F12	1.0553056782291512	0	16	485	112	3726.561	134.5802
5	F12	1.0455230238891666	0	16	470	164	3883.8174	128.65894
6	F12	1.0549623706089266	0	16	431	138	3789.8894	134.48657
7	F12	1.0402614145183897	0	23	497	169	3862.0981	128.27246
8	F12	1.0494867542054866	0	16	421	110	3887.8682	141.46973
