label_id	anchor_y	anchor_x	bb_min_y	bb_min_x	bb_max_y	bb_max_x	n_pixels	cell
1.0	772.0	846.0	764.0	836.0	778.0	857.0	157.0	control
2.0	307.0	3.0	298.0	0.0	317.0	9.0	122.0	control
3.0	178.0	873.0	166.0	862.0	188.0	887.0	385.0	infected
4.0	113.0	627.0	107.0	618.0	118.0	638.0	153.0	control
5.0	118.0	643.0	114.0	637.0	125.0	649.0	75.0	control
6.0	7.0	115.0	0.0	87.0	27.0	148.0	1089.0	infected
7.0	95.0	635.0	86.0	625.0	103.0	647.0	269.0	control
8.0	479.0	332.0	434.0	304.0	524.0	364.0	2346.0	infected
9.0	197.0	1019.0	185.0	1008.0	211.0	1024.0	245.0	control
10.0	186.0	4.0	176.0	0.0	197.0	10.0	135.0	infected
11.0	924.0	949.0	912.0	923.0	930.0	978.0	530.0	infected
12.0	106.0	634.0	101.0	624.0	115.0	643.0	144.0	control
13.0	11.0	363.0	4.0	351.0	26.0	368.0	143.0	infected
14.0	439.0	225.0	412.0	206.0	466.0	243.0	1477.0	infected
15.0	763.0	885.0	759.0	877.0	774.0	897.0	153.0	control
16.0	6.0	183.0	0.0	147.0	31.0	212.0	1025.0	infected
17.0	521.0	663.0	506.0	654.0	531.0	679.0	283.0	infected
18.0	392.0	335.0	380.0	320.0	403.0	352.0	438.0	infected
19.0	120.0	4.0	109.0	0.0	132.0	11.0	199.0	infected
20.0	8.0	383.0	0.0	336.0	28.0	431.0	1275.0	infected
21.0	348.0	1019.0	332.0	1009.0	364.0	1024.0	266.0	infected
22.0	509.0	217.0	498.0	210.0	521.0	227.0	240.0	infected
23.0	17.0	346.0	2.0	334.0	29.0	364.0	480.0	infected
24.0	778.0	895.0	758.0	867.0	789.0	913.0	843.0	control
25.0	830.0	6.0	797.0	0.0	854.0	36.0	886.0	infected
26.0	6.0	11.0	0.0	0.0	15.0	24.0	301.0	infected
27.0	93.0	692.0	85.0	686.0	103.0	702.0	168.0	infected
28.0	6.0	294.0	0.0	276.0	17.0	310.0	347.0	infected
29.0	380.0	893.0	363.0	878.0	394.0	906.0	525.0	infected
30.0	492.0	300.0	473.0	276.0	504.0	322.0	569.0	control
31.0	906.0	886.0	892.0	880.0	926.0	898.0	271.0	infected
32.0	219.0	5.0	204.0	0.0	234.0	13.0	321.0	infected
33.0	343.0	36.0	337.0	24.0	358.0	53.0	263.0	infected
34.0	142.0	1018.0	129.0	1012.0	157.0	1024.0	234.0	infected
35.0	9.0	327.0	0.0	310.0	24.0	341.0	418.0	infected
36.0	103.0	710.0	91.0	695.0	112.0	725.0	407.0	infected
37.0	913.0	896.0	896.0	889.0	930.0	907.0	406.0	infected
38.0	7.0	794.0	0.0	766.0	22.0	822.0	841.0	infected
39.0	280.0	683.0	265.0	673.0	298.0	700.0	456.0	infected
40.0	235.0	1014.0	206.0	997.0	266.0	1024.0	1028.0	infected
41.0	392.0	12.0	356.0	0.0	433.0	33.0	1692.0	infected
42.0	439.0	8.0	425.0	0.0	453.0	19.0	402.0	control
43.0	921.0	871.0	907.0	853.0	930.0	890.0	583.0	infected
44.0	639.0	350.0	614.0	330.0	661.0	376.0	1494.0	infected
45.0	85.0	1017.0	48.0	1006.0	122.0	1024.0	919.0	infected
46.0	633.0	292.0	618.0	276.0	653.0	311.0	690.0	infected
47.0	802.0	999.0	781.0	970.0	816.0	1024.0	1302.0	infected
48.0	262.0	468.0	238.0	451.0	290.0	491.0	992.0	infected
49.0	376.0	326.0	356.0	304.0	388.0	346.0	810.0	infected
50.0	464.0	23.0	449.0	0.0	479.0	49.0	934.0	infected
51.0	418.0	849.0	397.0	821.0	448.0	872.0	1785.0	control
52.0	847.0	330.0	826.0	307.0	861.0	348.0	827.0	infected
53.0	284.0	282.0	267.0	256.0	310.0	312.0	1600.0	infected
54.0	83.0	835.0	54.0	812.0	107.0	862.0	1448.0	infected
55.0	683.0	325.0	653.0	307.0	713.0	344.0	1187.0	infected
56.0	355.0	312.0	340.0	293.0	373.0	332.0	751.0	infected
57.0	124.0	673.0	116.0	662.0	133.0	688.0	236.0	infected
58.0	7.0	731.0	0.0	699.0	24.0	766.0	1151.0	infected
59.0	401.0	1009.0	381.0	983.0	428.0	1024.0	1083.0	infected
60.0	588.0	848.0	575.0	830.0	613.0	876.0	961.0	infected
61.0	118.0	19.0	80.0	0.0	168.0	54.0	2790.0	infected
62.0	556.0	790.0	543.0	765.0	578.0	809.0	854.0	infected
63.0	873.0	322.0	858.0	305.0	890.0	338.0	721.0	infected
64.0	225.0	89.0	206.0	59.0	248.0	116.0	1135.0	infected
65.0	599.0	294.0	576.0	270.0	626.0	325.0	1705.0	infected
66.0	742.0	641.0	731.0	628.0	760.0	661.0	515.0	infected
67.0	186.0	17.0	163.0	0.0	213.0	50.0	891.0	infected
68.0	280.0	25.0	261.0	3.0	303.0	50.0	1065.0	infected
69.0	832.0	188.0	813.0	177.0	852.0	203.0	502.0	infected
70.0	8.0	990.0	0.0	968.0	23.0	1013.0	699.0	infected
71.0	69.0	858.0	53.0	843.0	85.0	877.0	637.0	infected
72.0	917.0	62.0	897.0	30.0	930.0	92.0	1289.0	infected
73.0	679.0	436.0	658.0	420.0	702.0	449.0	733.0	infected
74.0	689.0	182.0	678.0	170.0	701.0	194.0	330.0	infected
75.0	758.0	612.0	741.0	593.0	775.0	632.0	1050.0	infected
