grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	B07	1.1053187952246837	0	9	343	153	4017.2866	166.41248
1	B07	1.1264968114096445	0	15	498	200	4019.3845	171.66748
2	B07	1.1405006066204648	0	6	394	111	3994.1826	154.2605
3	B07	1.103355282663053	0	11	390	145	3921.3013	153.91321
4	B07	1.1179105442120585	0	20	446	183	3906.6846	192.19385
5	B07	1.097073764595961	0	9	329	86	3985.698	155.09985
6	B07	1.1005216990809819	0	6	462	100	4073.1672	164.552
7	B07	1.1279911298506404	0	13	454	197	4015.2036	168.81152
8	B07	1.1249268511042847	0	13	391	111	3993.1604	152.49414
