grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	H10	1.0609554180192196	0	22	488	130	3892.381	139.63306
1	H10	1.06365208160143	0	24	608	192	3714.4656	180.70117
2	H10	1.0587395295207203	0	19	458	134	3858.2842	134.13464
3	H10	1.0498071860180032	0	20	405	126	3705.9077	132.02942
4	H10	1.0686652642606889	0	13	455	163	3631.7073	119.970825
5	H10	1.0592722054134671	0	13	469	141	3776.7031	152.17664
6	H10	1.0619669001942462	0	15	443	141	3927.311	127.99255
7	H10	1.0666523811704487	0	11	448	117	3860.689	126.2345
8	H10	1.0573293713291074	0	16	549	155	3922.399	126.230835
