grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	E11	1.0840674797670384	0	15	299	89	3961.3438	144.70801
1	E11	1.1031899985965568	0	9	435	108	3863.8706	153.79163
2	E11	1.0889397749039775	0	19	364	142	3913.3677	139.28247
3	E11	1.0941587660047742	0	13	479	117	3819.1687	141.96411
4	E11	1.0683364955765577	0	18	428	169	3791.3064	145.45776
5	E11	1.0600565922474072	0	12	423	108	3898.8206	133.10303
6	E11	1.0607284720628687	0	8	334	91	3955.5054	135.8352
7	E11	1.0813833982250927	0	11	320	86	3884.0117	134.3678
8	E11	1.0896934371089666	0	14	449	123	3941.2527	158.8606
