grid_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
0	C03	1.6611910774767953	0	16	472	229	4122.126	222.93262
1	C03	1.6914131752859265	0	20	387	183	3901.19	163.4104
2	C03	1.7796577110606036	0	11	275	137	3999.8909	175.89087
3	C03	1.6419027889236002	0	12	432	217	3891.5232	153.32361
4	C03	1.563025046181698	0	9	424	89	3840.967	149.83032
5	C03	1.5671142247323044	0	12	384	148	4030.7874	161.98804
6	C03	1.698483858196853	0	13	366	162	4034.0168	164.61377
7	C03	1.54858481757943	0	4	366	119	3912.395	169.66406
8	C03	1.5439449053878669	0	15	498	110	3978.31	193.82959
